Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
BMW 3,Hyderabad,2010.0,80000.0,Diesel,Automatic,First,Others,5.0,4.0,14.2,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
Chevrolet Cruze,Kochi,2016.0,67774.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,8.95,14.81,kmpl,1998.0,CC,163.7,bhp,Chevrolet,Cruze
Mercedes-Benz E-Class,Hyderabad,2006.0,76662.0,Diesel,Automatic,First,White,5.0,4.0,10.99,11.0,kmpl,2987.0,CC,198.5,bhp,Mercedes-Benz,E-Class
Hyundai Grand,Ahmedabad,2014.0,116905.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.0,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Maruti Ertiga,Mumbai,2016.0,65263.0,CNG,Manual,First,White,7.0,5.0,7.5,17.5,km/kg,1373.0,CC,80.46,bhp,Maruti,Ertiga
Mahindra Ssangyong,Delhi,2013.0,66372.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,10.5,11.18,kmpl,2696.0,CC,184.0,bhp,Mahindra,Ssangyong
Mahindra Scorpio,Chennai,2005.0,120000.0,Diesel,Manual,Second,Black/Silver,8.0,5.0,2.9,12.7,kmpl,2609.0,CC,116.6,bhp,Mahindra,Scorpio
Hyundai i20,Kolkata,2015.0,35000.0,Petrol,Manual,First,Others,5.0,4.0,4.6,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Hyundai i10,Jaipur,2008.0,84000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.8,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Jaguar XF,Kochi,2015.0,27001.0,Diesel,Automatic,First,White,5.0,4.0,26.52,16.36,kmpl,2179.0,CC,187.7,bhp,Jaguar,XF
Toyota Etios,Jaipur,2014.0,62322.0,Diesel,Manual,First,White,5.0,4.0,4.9,23.59,kmpl,1364.0,CC,67.06,bhp,Toyota,Etios
Land Rover Freelander,Delhi,2013.0,72000.0,Diesel,Automatic,First,Others,5.0,4.0,15.5,0.0,kmpl,2179.0,CC,115.0,bhp,Land rover, Freelander
Maruti Swift,Kolkata,2013.0,60000.0,Petrol,Manual,First,Others,5.0,4.0,3.15,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Hyundai Grand,Chennai,2015.0,15000.0,Petrol,Automatic,First,White,5.0,4.0,5.5,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Hyundai Creta,Coimbatore,2019.0,24864.0,Diesel,Manual,First,Black/Silver,5.0,4.0,16.27,20.5,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Honda Amaze,Mumbai,2016.0,9000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.75,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Maruti Swift,Mumbai,2012.0,61000.0,Petrol,Manual,First,White,5.0,4.0,3.3,16.1,kmpl,1197.0,CC,85.0,bhp,Maruti,Swift
Maruti Swift,Kochi,2013.0,56263.0,Diesel,Manual,First,Others,5.0,4.0,4.17,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Hyundai Grand,Chennai,2018.0,48000.0,Diesel,Manual,First,Others,5.0,4.0,5.95,24.0,kmpl,1186.0,CC,73.97,bhp,Hyundai,Grand
Volkswagen Polo,Delhi,2012.0,68038.0,Diesel,Manual,First,Others,5.0,4.0,3.6,20.14,kmpl,1498.0,CC,88.0,bhp,Volkswagen,Polo
Hyundai Grand,Coimbatore,2016.0,43041.0,Petrol,Manual,First,White,5.0,4.0,6.01,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Maruti Alto,Kolkata,2016.0,31006.0,Petrol,Manual,First,Others,5.0,4.0,2.61,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Mahindra XUV500,Ahmedabad,2014.0,67000.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,7.2,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Maruti Celerio,Kochi,2017.0,21799.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.11,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
Mercedes-Benz E-Class,Kochi,2018.0,26405.0,Petrol,Automatic,First,White,5.0,4.0,51.43,12.6,kmpl,1950.0,CC,191.34,bhp,Mercedes-Benz,E-Class
BMW 3,Pune,2011.0,99606.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,10.5,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
Renault Duster,Coimbatore,2015.0,65668.0,Diesel,Manual,First,Others,5.0,4.0,5.53,19.87,kmpl,1461.0,CC,83.8,bhp,Renault,Duster
Maruti Swift,Kolkata,2013.0,160000.0,Diesel,Manual,Second,Others,5.0,4.0,2.5,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Skoda Superb,Delhi,2012.0,83000.0,Diesel,Automatic,First,White,5.0,4.0,6.75,11.9,kmpl,2496.0,CC,163.2,bhp,Skoda,Superb
Hyundai Creta,Kochi,2017.0,30519.0,Diesel,Manual,First,Black/Silver,5.0,4.0,12.81,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Toyota Innova,Mumbai,2015.0,45000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,13.25,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Toyota Corolla,Hyderabad,2008.0,44738.0,Petrol,Manual,First,Others,5.0,4.0,5.1,14.53,kmpl,1798.0,CC,138.1,bhp,Toyota,Corolla
Maruti Swift,Bangalore,2014.0,98000.0,Diesel,Manual,First,White,5.0,4.0,6.1,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Maruti Swift,Jaipur,2017.0,25000.0,Diesel,Manual,First,White,5.0,4.0,5.99,28.4,kmpl,1248.0,CC,98.59,bhp,Maruti,Swift
Maruti Alto,Mumbai,2016.0,13198.0,Petrol,Manual,First,White,5.0,4.0,3.15,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Jaguar XF,Bangalore,2015.0,19000.0,Diesel,Automatic,Second,White,5.0,4.0,38.0,16.36,kmpl,2179.0,CC,187.7,bhp,Jaguar,XF
Ford Figo,Kolkata,2015.0,21400.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.0,15.6,kmpl,1196.0,CC,70.0,bhp,Ford,Figo
Maruti Swift,Ahmedabad,2015.0,69000.0,Diesel,Manual,First,White,5.0,4.0,5.9,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Hyundai Verna,Coimbatore,2019.0,77240.0,Diesel,Automatic,First,White,5.0,4.0,8.31,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Honda Amaze,Ahmedabad,2014.0,81000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.1,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
Maruti Alto,Kolkata,2016.0,4000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.0,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Hyundai Verna,Kochi,2019.0,30529.0,Diesel,Manual,First,Black/Silver,5.0,4.0,14.28,23.9,kmpl,1582.0,CC,126.2,bhp,Hyundai,Verna
Hyundai i20,Bangalore,2016.0,19000.0,Petrol,Manual,First,Others,5.0,4.0,7.25,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Volkswagen Polo,Pune,2012.0,19030.0,Petrol,Manual,First,Others,5.0,4.0,3.8,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Honda City,Jaipur,2006.0,100173.0,Petrol,Manual,Second,White,5.0,4.0,2.4,16.9,kmpl,1497.0,CC,100.0,bhp,Honda,City
Hyundai Creta,Coimbatore,2017.0,63770.0,Diesel,Manual,First,Black/Silver,5.0,4.0,13.55,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Maruti Omni,Hyderabad,2017.0,21260.0,Petrol,Manual,First,Others,5.0,4.0,2.9,14.0,kmpl,796.0,CC,35.0,bhp,Maruti,Omni
Maruti Swift,Jaipur,2015.0,78000.0,Petrol,Manual,First,White,5.0,4.0,4.5,16.1,kmpl,1298.0,CC,88.2,bhp,Maruti,Swift
Hyundai EON,Kolkata,2013.0,36000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.95,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Renault Captur,Mumbai,2018.0,1011.0,Diesel,Manual,First,Black/Silver,5.0,4.0,13.5,20.37,kmpl,1461.0,CC,108.45,bhp,Renault,Captur
Maruti Swift,Pune,2010.0,54898.0,Petrol,Manual,Third,Others,5.0,4.0,2.5,16.1,kmpl,1298.0,CC,88.2,bhp,Maruti,Swift
Hyundai i10,Pune,2008.0,72672.0,Petrol,Manual,First,Others,5.0,4.0,1.9,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Honda City,Mumbai,2017.0,11000.0,Petrol,Manual,First,White,5.0,4.0,8.5,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
Hyundai Xcent,Mumbai,2016.0,135000.0,Diesel,Manual,First,Others,5.0,4.0,4.2,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
BMW 3,Bangalore,2008.0,78000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,7.2,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
Hyundai Verna,Hyderabad,2012.0,65000.0,Diesel,Manual,First,White,5.0,4.0,6.2,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Ford Fiesta,Jaipur,2007.0,125000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,1.5,16.6,kmpl,1388.0,CC,68.0,bhp,Ford,Fiesta
Honda City,Kolkata,2014.0,26000.0,Diesel,Manual,First,Others,5.0,4.0,5.5,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
Mahindra Xylo,Kochi,2010.0,109147.0,Diesel,Manual,First,Others,8.0,5.0,2.65,14.0,kmpl,2498.0,CC,112.0,bhp,Mahindra,Xylo
Land Rover Range,Coimbatore,2014.0,64557.0,Diesel,Automatic,Second,Others,5.0,4.0,29.93,12.7,kmpl,2179.0,CC,187.7,bhp,Land rover, Range rover
Maruti Zen,Mumbai,2005.0,102000.0,Petrol,Manual,First,Others,5.0,4.0,0.7,17.3,kmpl,993.0,CC,60.0,bhp,Maruti,Zen
Mahindra Bolero,Pune,2007.0,92000.0,Diesel,Manual,First,White,7.0,5.0,2.7,13.6,kmpl,2523.0,CC,63.0,bhp,Mahindra,Bolero
Maruti Baleno,Ahmedabad,2016.0,30965.0,Petrol,Manual,First,Others,5.0,4.0,6.25,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Mahindra XUV500,Coimbatore,2015.0,39335.0,Diesel,Manual,First,White,7.0,5.0,12.63,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai Tucson,Delhi,2006.0,80000.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,1.75,12.6,kmpl,1991.0,CC,112.0,bhp,Hyundai,Tucson
Ford Ecosport,Kochi,2017.0,75445.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.54,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Volkswagen Polo,Mumbai,2012.0,41000.0,Petrol,Manual,First,Others,5.0,4.0,3.1,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Maruti S,Ahmedabad,2016.0,58000.0,Diesel,Manual,First,White,5.0,4.0,7.9,23.65,kmpl,1248.0,CC,88.5,bhp,Maruti,S
Hyundai Verna,Hyderabad,2012.0,65254.0,Diesel,Manual,First,Others,5.0,4.0,6.55,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Jaguar XF,Kochi,2016.0,13418.0,Diesel,Automatic,First,White,5.0,4.0,33.63,16.36,kmpl,2179.0,CC,187.7,bhp,Jaguar,XF
Mahindra XUV500,Bangalore,2015.0,34000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,13.0,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Hyundai Grand,Hyderabad,2017.0,22500.0,Petrol,Manual,First,Others,5.0,4.0,5.99,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Maruti Vitara,Chennai,2018.0,3300.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,11.5,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Hyundai i20,Mumbai,2015.0,25000.0,Petrol,Manual,First,White,5.0,4.0,5.65,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Toyota Innova,Kochi,2019.0,14165.0,Diesel,Automatic,First,White,7.0,4.0,19.64,11.36,kmpl,2755.0,CC,171.5,bhp,Toyota,Innova
Hyundai Xcent,Mumbai,2016.0,100000.0,Diesel,Manual,First,White,5.0,4.0,4.5,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
Toyota Innova,Mumbai,2014.0,95000.0,Diesel,Manual,Second,White,8.0,5.0,9.45,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Honda City,Mumbai,2016.0,28000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,8.75,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
Hyundai Creta,Coimbatore,2016.0,11554.0,Diesel,Manual,First,Others,5.0,4.0,14.25,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Honda City,Hyderabad,2012.0,67635.0,Petrol,Manual,First,Others,5.0,4.0,5.25,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Hyundai EON,Kochi,2016.0,29832.0,Petrol,Manual,First,White,5.0,4.0,3.29,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
BMW 3,Mumbai,2013.0,38000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,19.5,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
Maruti Swift,Hyderabad,2010.0,130000.0,Diesel,Manual,First,Others,5.0,4.0,3.65,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
Maruti Zen,Jaipur,1998.0,95150.0,Petrol,Manual,Third,White,5.0,4.0,0.45,17.3,kmpl,993.0,CC,60.0,bhp,Maruti,Zen
Maruti Ritz,Kochi,2015.0,57034.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.38,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
Honda Brio,Ahmedabad,2012.0,50000.0,Petrol,Manual,First,White,5.0,4.0,3.65,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
Maruti Alto,Kochi,2016.0,51639.0,Petrol,Manual,First,White,5.0,4.0,3.04,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Skoda Rapid,Kochi,2013.0,50004.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.02,15.0,kmpl,1598.0,CC,103.5,bhp,Skoda,Rapid
Audi A4,Jaipur,2012.0,65664.0,Diesel,Automatic,First,White,5.0,4.0,13.5,16.55,kmpl,1968.0,CC,140.0,bhp,Audi,A4
Nissan Terrano,Mumbai,2014.0,51000.0,Diesel,Manual,First,White,5.0,4.0,5.65,19.87,kmpl,1461.0,CC,83.14,bhp,Nissan,Terrano
Toyota Etios,Kolkata,2011.0,45560.0,Petrol,Manual,First,Others,5.0,4.0,2.2,17.6,kmpl,1496.0,CC,88.73,bhp,Toyota,Etios
Toyota Fortuner,Delhi,2013.0,69000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,14.45,12.55,kmpl,2982.0,CC,169.0,bhp,Toyota,Fortuner
Maruti Swift,Hyderabad,2010.0,130000.0,Diesel,Manual,First,White,5.0,4.0,3.85,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
Mahindra XUV500,Delhi,2012.0,88000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,5.99,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Audi A6,Mumbai,2015.0,42000.0,Diesel,Automatic,First,Others,5.0,4.0,24.25,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
Mahindra TUV,Kochi,2018.0,55594.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.48,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
Land Rover Range,Bangalore,2012.0,63000.0,Diesel,Automatic,Second,Others,5.0,4.0,65.0,11.49,kmpl,4367.0,CC,335.3,bhp,Land rover, Range rover
Ford EcoSport,Chennai,2016.0,20000.0,Diesel,Manual,First,White,5.0,4.0,7.9,22.77,kmpl,1498.0,CC,98.59,bhp,Ford,EcoSport
Honda Brio,Bangalore,2012.0,45000.0,Petrol,Manual,Second,White,5.0,4.0,3.65,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
Maruti Swift,Bangalore,2015.0,62588.0,Diesel,Manual,First,White,5.0,4.0,5.95,17.8,kmpl,1248.0,CC,98.59,bhp,Maruti,Swift
Honda Accord,Mumbai,2012.0,42000.0,Petrol,Manual,First,White,5.0,4.0,6.25,9.8,kmpl,2354.0,CC,180.0,bhp,Honda,Accord
Ford Aspire,Kolkata,2018.0,17000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.65,26.1,kmpl,1498.0,CC,99.0,bhp,Ford,Aspire
Toyota Corolla,Mumbai,2014.0,74219.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.75,21.43,kmpl,1364.0,CC,87.2,bhp,Toyota,Corolla
Hyundai Tucson,Mumbai,2016.0,13000.0,Petrol,Automatic,First,Others,5.0,4.0,17.75,12.95,kmpl,1999.0,CC,152.88,bhp,Hyundai,Tucson
Land Rover Range,Kochi,2019.0,26013.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,97.07,12.65,kmpl,2993.0,CC,255.0,bhp,Land rover, Range rover
Toyota Innova,Pune,2016.0,47000.0,Diesel,Manual,First,White,7.0,4.0,12.8,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Hyundai i20,Hyderabad,2012.0,80000.0,Diesel,Manual,First,White,5.0,4.0,4.5,21.27,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
Audi A6,Kochi,2015.0,31652.0,Diesel,Automatic,First,White,5.0,4.0,26.78,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
Volkswagen Vento,Hyderabad,2016.0,45492.0,Diesel,Automatic,First,Others,5.0,4.0,10.3,21.5,kmpl,1498.0,CC,108.5,bhp,Volkswagen,Vento
Honda City,Kochi,2017.0,38691.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.68,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
Chevrolet Cruze,Coimbatore,2018.0,52073.0,Diesel,Manual,Second,White,5.0,4.0,9.87,18.3,kmpl,1991.0,CC,147.9,bhp,Chevrolet,Cruze
Hyundai i20,Kochi,2013.0,62132.0,Petrol,Manual,First,Others,5.0,4.0,4.57,18.5,kmpl,1197.0,CC,82.85,bhp,Hyundai,i20
Land Rover Discovery,Delhi,2017.0,22000.0,Diesel,Automatic,First,White,5.0,4.0,35.0,12.83,kmpl,2179.0,CC,147.5,bhp,Land rover, Discovery
Mercedes-Benz New,Hyderabad,2015.0,39000.0,Diesel,Automatic,First,Others,5.0,4.0,34.0,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
Mitsubishi Cedia,Pune,2009.0,97000.0,Petrol,Manual,First,Others,5.0,4.0,3.0,13.17,kmpl,1999.0,CC,114.0,bhp,Mitsubishi,Cedia
Nissan Terrano,Bangalore,2014.0,87000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.5,20.45,kmpl,1461.0,CC,83.8,bhp,Nissan,Terrano
Mahindra XUV500,Delhi,2016.0,24569.0,Diesel,Manual,First,White,7.0,5.0,13.5,16.0,kmpl,1997.0,CC,140.0,bhp,Mahindra,XUV500
Volkswagen Vento,Hyderabad,2016.0,34000.0,Diesel,Manual,First,White,5.0,4.0,8.45,20.64,kmpl,1498.0,CC,108.5,bhp,Volkswagen,Vento
BMW 5,Coimbatore,2016.0,75637.0,Diesel,Automatic,First,Others,5.0,4.0,30.37,22.48,kmpl,1995.0,CC,190.0,bhp,BMW,5
Mahindra XUV500,Coimbatore,2016.0,41840.0,Diesel,Manual,First,Black/Silver,7.0,5.0,13.52,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Skoda Superb,Mumbai,2011.0,83010.0,Diesel,Automatic,First,White,5.0,4.0,7.5,17.2,kmpl,1968.0,CC,138.1,bhp,Skoda,Superb
Audi Q5,Kochi,2011.0,59967.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,18.0,9.74,kmpl,1984.0,CC,208.0,bhp,Audi,Q5
Toyota Innova,Mumbai,2017.0,20000.0,Diesel,Manual,First,Black/Silver,8.0,5.0,16.5,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
Maruti Swift,Kochi,2014.0,49386.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.86,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
Mercedes-Benz New,Delhi,2015.0,58000.0,Petrol,Automatic,First,White,5.0,4.0,26.7,11.74,kmpl,1796.0,CC,186.0,bhp,Mercedes-Benz,New
Toyota Innova,Coimbatore,2019.0,11241.0,Diesel,Manual,First,White,8.0,5.0,22.55,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
Tata Manza,Ahmedabad,2013.0,47000.0,Diesel,Manual,First,White,5.0,4.0,2.95,21.12,kmpl,1248.0,CC,88.8,bhp,Tata,Manza
Tata Indica,Delhi,2012.0,27000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.5,22.3,kmpl,1248.0,CC,88.8,bhp,Tata,Indica
Maruti Wagon,Jaipur,2016.0,68630.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,3.87,20.51,kmpl,998.0,CC,67.0,bhp,Maruti,Wagon
Hyundai i20,Jaipur,2013.0,129000.0,Diesel,Manual,Third,Black/Silver,5.0,4.0,4.11,21.27,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
Maruti Swift,Pune,2016.0,39000.0,Diesel,Manual,First,Others,5.0,4.0,5.8,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Honda City,Kochi,2019.0,22321.0,Petrol,Automatic,First,Others,5.0,4.0,11.66,18.0,kmpl,1497.0,CC,117.3,bhp,Honda,City
Volvo XC90,Kochi,2014.0,102001.0,Diesel,Automatic,First,Others,7.0,5.0,23.58,11.1,kmpl,2400.0,CC,200.0,bhp,Volvo,XC90
Honda CR-V,Pune,2008.0,92000.0,Petrol,Manual,Second,Others,5.0,4.0,3.7,10.8,kmpl,2354.0,CC,152.0,bhp,Honda,CR-V
Volkswagen Vento,Kochi,2018.0,20488.0,Petrol,Manual,Second,White,5.0,4.0,7.64,16.09,kmpl,1598.0,CC,103.5,bhp,Volkswagen,Vento
Hyundai i20,Hyderabad,2015.0,68525.0,Diesel,Manual,First,White,5.0,4.0,7.0,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
Hyundai Grand,Bangalore,2016.0,51866.0,Petrol,Manual,First,White,5.0,4.0,5.5,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Hyundai Sonata,Ahmedabad,2013.0,45000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.9,11.7,kmpl,2359.0,CC,134.0,bhp,Hyundai,Sonata
Toyota Innova,Chennai,2016.0,50000.0,Diesel,Manual,First,Black/Silver,8.0,5.0,15.65,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Maruti Swift,Kolkata,2015.0,40082.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.76,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
Audi Q7,Bangalore,2015.0,50000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,48.0,11.33,kmpl,4134.0,CC,335.2,bhp,Audi,Q7
Maruti Alto,Kochi,2015.0,23876.0,Petrol,Manual,First,Others,5.0,4.0,3.46,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Honda City,Delhi,2014.0,62505.0,Petrol,Manual,First,White,5.0,4.0,5.95,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
Ford Fiesta,Hyderabad,2009.0,55000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,2.4,17.8,kmpl,1399.0,CC,68.0,bhp,Ford,Fiesta
Honda City,Bangalore,2011.0,65000.0,Petrol,Manual,First,White,5.0,4.0,5.2,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Mercedes-Benz E-Class,Mumbai,2016.0,21000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,36.0,13.0,kmpl,2143.0,CC,204.0,bhp,Mercedes-Benz,E-Class
Ford Endeavour,Hyderabad,2008.0,179000.0,Diesel,Automatic,Second,White,7.0,5.0,4.24,12.8,kmpl,2953.0,CC,156.0,bhp,Ford,Endeavour
Hyundai Santro,Hyderabad,2006.0,99000.0,Petrol,Manual,First,White,5.0,4.0,1.75,0.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
Honda Jazz,Kochi,2018.0,18664.0,Petrol,Manual,First,Black/Silver,5.0,4.0,7.56,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
Hyundai Verna,Coimbatore,2017.0,36931.0,Diesel,Automatic,First,Others,5.0,4.0,9.48,19.08,kmpl,1582.0,CC,126.2,bhp,Hyundai,Verna
Maruti Dzire,Kolkata,2015.0,28193.0,Diesel,Manual,First,Others,5.0,4.0,5.25,28.4,kmpl,1248.0,CC,73.75,bhp,Maruti,Dzire
Volkswagen Polo,Kochi,2015.0,58134.0,Petrol,Manual,First,White,5.0,4.0,4.64,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
Maruti Ciaz,Coimbatore,2018.0,7784.0,Petrol,Manual,First,White,5.0,4.0,8.76,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Mahindra Scorpio,Ahmedabad,2016.0,98000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,11.5,15.4,kmpl,1997.0,CC,120.0,bhp,Mahindra,Scorpio
Mercedes-Benz R-Class,Hyderabad,2010.0,46000.0,Diesel,Automatic,First,White,7.0,5.0,28.0,11.8,kmpl,2987.0,CC,261.0,bhp,Mercedes-Benz,R-Class
BMW 3,Mumbai,2016.0,19000.0,Diesel,Automatic,Second,Others,5.0,4.0,29.99,21.76,kmpl,1995.0,CC,190.0,bhp,BMW,3
Honda Civic,Kolkata,2009.0,59000.0,Petrol,Manual,First,White,5.0,4.0,2.71,13.5,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
Hyundai Tucson,Kochi,2018.0,51346.0,Diesel,Automatic,First,White,5.0,4.0,21.99,16.38,kmpl,1995.0,CC,183.0,bhp,Hyundai,Tucson
Maruti Swift,Kolkata,2017.0,60000.0,Diesel,Manual,First,White,5.0,4.0,3.0,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Mercedes-Benz New,Hyderabad,2010.0,65000.0,Petrol,Manual,Second,White,5.0,4.0,11.75,11.7,kmpl,1796.0,CC,178.0,bhp,Mercedes-Benz,New
Hyundai i10,Bangalore,2010.0,56000.0,Petrol,Manual,First,White,5.0,4.0,2.85,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
